D#,m,2
B,M,4
G#,m,2
C#,M,2
D#,m,8
B,M,4
G#,m,2
C#,M,2
D#,m,4
C#,M,4
D#,m,8
C#,m,8
D#,m,8
C#,m,8
D#,m,8
C#,m,8
G#,m,8
C#,M,8
D#,m,8
C#,m,8
D#,m,8
C#,m,8
D#,m,8
C#,m,8
G#,m,8
C#,M,8
B,M,8
D#,m,8
B,M,8
D#,m,4
C#,M,4
D#,m,8
C#,m,8
D#,m,8
C#,m,8
D#,m,8
C#,m,8
G#,m,8
C#,M,8
D#,m,8
C#,m,8
D#,m,8
C#,m,8
D#,m,8
C#,m,8
G#,m,8
C#,M,8
B,M,8
D#,m,8
B,M,8
D#,m,4
C#,M,4
D#,m,4
C#,m,4
B,M,4
C#,M,4
F#,M,4
G#,m,4
F#,M,4
G#,m,4
D#,m,8
C#,m,8
D#,m,8
C#,m,8
D#,m,8
C#,m,8
G#,m,8
C#,M,8
B,M,8
D#,m,8
B,M,8
D#,m,8
B,M,8
D#,m,8
B,M,8
D#,m,4
C#,M,4
D#,m,36
