F,NC,1
G,m,16
D#,M,4
A#,M,4
F,M,4
G,m,4
D#,M,4
A#,M,4
F,M,4
G,m,4
D#,M,4
A#,M,4
F,M,4
G,m,4
D#,M,4
A#,M,4
F,M,4
G,m,4
D#,M,4
A#,M,4
F,M,4
G,m,4
D#,M,4
A#,M,4
F,M,4
G,m,4
D#,M,4
A#,M,4
F,M,4
G,m,4
D#,M,4
A#,M,4
F,M,4
G,m,4
D#,M,4
A#,M,4
F,M,4
G,m,4
D#,M,4
A#,M,4
F,M,4
G,m,4
D#,M,4
A#,M,4
F,M,4
G,m,4
D#,M,4
A#,M,4
F,M,4
G,m,4
D#,M,4
A#,M,4
F,M,8
G,m,4
D#,M,4
A#,M,4
F,M,4
G,m,4
D#,M,4
A#,M,4
F,M,4
G,m,4
D#,M,4
A#,M,4
F,M,4
G,m,4
D#,M,4
A#,M,4
F,M,4
G,m,4
D#,M,4
A#,M,4
F,M,4
G,m,4
D#,M,4
A#,M,4
F,M,4
G,m,4
D#,M,4
A#,M,4
F,M,4
G,m,8
