D#,NC,1
F,m,16
C#,M,4
G#,M,4
D#,M,4
F,m,4
C#,M,4
G#,M,4
D#,M,4
F,m,4
C#,M,4
G#,M,4
D#,M,4
F,m,4
C#,M,4
G#,M,4
D#,M,4
F,m,4
C#,M,4
G#,M,4
D#,M,4
F,m,4
C#,M,4
G#,M,4
D#,M,4
F,m,4
C#,M,4
G#,M,4
D#,M,4
F,m,4
C#,M,4
G#,M,4
D#,M,4
F,m,4
C#,M,4
G#,M,4
D#,M,4
F,m,4
C#,M,4
G#,M,4
D#,M,4
F,m,4
C#,M,4
G#,M,4
D#,M,4
F,m,4
C#,M,4
G#,M,4
D#,M,4
F,m,4
C#,M,4
G#,M,4
D#,M,8
F,m,4
C#,M,4
G#,M,4
D#,M,4
F,m,4
C#,M,4
G#,M,4
D#,M,4
F,m,4
C#,M,4
G#,M,4
D#,M,4
F,m,4
C#,M,4
G#,M,4
D#,M,4
F,m,4
C#,M,4
G#,M,4
D#,M,4
F,m,4
C#,M,4
G#,M,4
D#,M,4
F,m,4
C#,M,4
G#,M,4
D#,M,4
F,m,8
