G#,NC,1
A#,m,16
F#,M,4
C#,M,4
G#,M,4
A#,m,4
F#,M,4
C#,M,4
G#,M,4
A#,m,4
F#,M,4
C#,M,4
G#,M,4
A#,m,4
F#,M,4
C#,M,4
G#,M,4
A#,m,4
F#,M,4
C#,M,4
G#,M,4
A#,m,4
F#,M,4
C#,M,4
G#,M,4
A#,m,4
F#,M,4
C#,M,4
G#,M,4
A#,m,4
F#,M,4
C#,M,4
G#,M,4
A#,m,4
F#,M,4
C#,M,4
G#,M,4
A#,m,4
F#,M,4
C#,M,4
G#,M,4
A#,m,4
F#,M,4
C#,M,4
G#,M,4
A#,m,4
F#,M,4
C#,M,4
G#,M,4
A#,m,4
F#,M,4
C#,M,4
G#,M,8
A#,m,4
F#,M,4
C#,M,4
G#,M,4
A#,m,4
F#,M,4
C#,M,4
G#,M,4
A#,m,4
F#,M,4
C#,M,4
G#,M,4
A#,m,4
F#,M,4
C#,M,4
G#,M,4
A#,m,4
F#,M,4
C#,M,4
G#,M,4
A#,m,4
F#,M,4
C#,M,4
G#,M,4
A#,m,4
F#,M,4
C#,M,4
G#,M,4
A#,m,8
